Geneid,CTB_1st_717,CTB_1st_722,CTB_1st_732,CTB_1st_734,CTB_1st_738,CTB_1st_750,EVT_1st_1026,EVT_1st_1087,EVT_1st_1089,EVT_1st_1094,EVT_1st_1096,EVT_1st_1097
ENSG00000196584.4,1154.437,1984.165,1540.997,1562.035,1825.512,1407.373,1135.833,1192.988,1313.516,920.609,1210,1148.999
ENSG00000196586.17,1107.589,1445.999,1479.451,1150.958,1213,1234.47,1132.373,1021.87,913.06,780.004,1082.02,1082.068
ENSG00000196588.21,1023.054,1141.342,1526.039,1397,1473.388,1316.626,1900,939.817,1096.001,842.999,2051.022,1836.001
ENSG00000196589.8,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000196591.12,2769.346,3674.068,2952.098,2796.998,3657.766,2267.205,1700.36,1695.181,1771.832,1368.277,2284.192,2361.008
ENSG00000196593.10,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000196597.13,224,243,214.701,150,249.001,240.234,135.001,122.521,174.004,90.001,122,119
ENSG00000196600.13,14.007,15,11.906,24,27,49,20,36,15,14,31.005,28
ENSG00000196604.13,420.366,186.571,259.143,847.524,1085.298,825.741,152.237,235.859,574.879,145.395,329.828,311.619
ENSG00000196605.7,186.456,189.867,261.542,175.689,269.548,196.105,158.791,170.116,136.632,107.273,233.97,147.406
ENSG00000196611.6,0,0,0,0,0,0,0,9,10,3,4,4
ENSG00000196616.15,55,0,0,0,1,0,5,1,0,0,0,2
ENSG00000196620.10,0,1,3,0,2,1,0,3,0,0,0,1
ENSG00000196628.20,238.999,16,8,19.009,19,6,69,42.001,30.002,58,56.001,89.998
ENSG00000196632.11,41,24,20.126,13.016,39,18,25,15.053,19.299,20,35.208,47
ENSG00000196634.3,4,7,3.374,1,3.006,1,2.198,2,0,0,3,2.999
ENSG00000196636.8,178,238,179,210,295.999,140,79,83.042,81,76.999,121,139.001
ENSG00000196639.7,18,22,23,7,30,33,86,81,47,74,100,83
ENSG00000196642.19,2735.762,2550.161,2847.949,2560.977,2921.575,2175.969,1564.313,1606.47,1558.559,1096.67,2210.936,1958.887
ENSG00000196646.12,502.366,520.001,573,401,525,466.333,430.999,419,406,317,493.001,388.999
ENSG00000196652.12,628.165,858,751,593,824,628,413,490,591.001,436.001,652.322,628
ENSG00000196653.12,257,266.004,106,145.011,324,156,67,155,61,58,169,139
ENSG00000196655.12,834.568,502.273,703.002,567.92,722.002,468.476,408.005,304.001,404.001,310.02,440.998,433.987
ENSG00000196656.7,0,2147.87,1200.909,939.495,801.456,472.607,844.309,648.186,381.77,394.067,951.368,939.003
ENSG00000196659.10,161.646,145.395,152.485,105.269,172.332,157.198,70.74,138.671,87.903,94.264,124.137,118.048
ENSG00000196660.12,19,13.004,28.852,11.638,10.017,28.329,21.06,32.93,19.021,23.57,32.416,22.417
ENSG00000196663.16,934.315,934,1090,744,993.523,622.655,781.551,708,792.001,659,1012,1025
ENSG00000196664.5,9.781,5.051,14.876,8.315,13.998,15.392,60.965,93,32.092,61.035,82.999,72.013
ENSG00000196666.6,1,0,5,0,3,2,0,0,1,0,0,3
ENSG00000196668.4,4,6,6.969,10.998,10,13.623,12,6,2,0,9,7
ENSG00000196670.14,775.001,1013.999,844,613,954,899.792,464.045,508.999,568.999,470.999,604,526
ENSG00000196678.14,815.999,1053.86,821.998,676.689,887.999,568.002,489.282,616.163,539.013,403.037,602.173,554.001
ENSG00000196683.12,2555.021,2947,2415.765,2131.001,2568.431,1707.568,1109.974,1248.001,1469,900.999,1658.422,1406
ENSG00000196684.12,35,83,103,67.999,99.065,96.058,144.016,165.726,118,70.056,192.999,251.001
ENSG00000196689.13,253.011,197.832,290.038,265.012,281.201,290.312,73.736,41,51.575,42,99.058,75.465
ENSG00000196693.15,1374.841,1993.43,1935.013,1237.822,1603.168,1435.723,867.21,1000.02,1131.014,808.023,956.068,798.083
ENSG00000196696.14,544.249,745.214,1073.232,631.082,930.223,912.721,1221.111,567.314,514.587,487.095,739.765,765.652
ENSG00000196700.9,2361.278,2410,2747.536,2076,2704.722,2027.341,547.015,507,570,396.104,596,697
ENSG00000196704.14,1032.287,1309,1190.159,848.97,1287.037,820.998,817.934,899.995,862,673.865,1153.006,1122.996
ENSG00000196705.8,1698.001,1558.059,1980.378,1456.989,1679.886,1762.327,952.445,1039.834,951.124,737.999,979.001,892.049
ENSG00000196711.9,0,3,0,0,0,3,0,1,0,0,0,0
ENSG00000196712.20,8768.318,9917.544,8968.825,8475.829,8881.308,7929.876,3318.276,3277.336,3096.519,2597.033,3873.568,4071.181
ENSG00000196715.7,1047.417,1210,1094,984,1105.052,928.118,681.99,673.156,642.01,544,811,842
ENSG00000196724.13,295.071,275,310,255,374.942,289,167,157,111.999,144,148,123
ENSG00000196730.13,2587.066,2374.194,1785.248,2219.001,2340.676,1978.364,4856.831,4128.834,5416.301,4645.625,5501.217,4229.998
ENSG00000196734.9,0,0,0,0,0,0,0,1,0,0,0,0
ENSG00000196735.13,3,2,0,0,1,0,232.95,216.809,113.542,39.448,82.727,239.758
ENSG00000196739.15,171,1545.097,509.975,1128.569,567.905,1714.236,16343.767,16772.059,10356.793,7221.969,15505.75,20211.496
ENSG00000196741.5,28,13,23,12,14,6,7,6,13,2,17,14
ENSG00000196743.9,9072.115,13288.641,10390.769,12369.668,10672.835,7781.004,30694.1,27979.636,31233.297,20842.398,25537.111,30683.01
ENSG00000196747.5,5950.112,6539.45,5886.258,5485.527,7822.984,3946.516,1564.458,2132.088,1950.647,1611.136,3421.69,2503.01
ENSG00000196748.10,1,2,0,1,3,0,0,0,0,0,0,0
ENSG00000196754.13,1,1,0,0,0,3,11.001,9,9,2,13,7
ENSG00000196756.15,405.15,691.972,603.948,652.142,598.001,652.85,684.707,395.999,406.328,206,564.008,457.29
ENSG00000196757.8,584.183,636.105,639.439,548.324,742.046,563.602,425.263,431.7,345.361,352.043,478.722,393.552
ENSG00000196758.3,0,1,1,0,0,0,0,0,0,0,0,0
ENSG00000196767.9,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000196772.5,0,1,0,0,0,0,0,0,0,0,0,0
ENSG00000196776.17,2383.769,3236.727,2466,2325.911,3240.999,2315.452,1123.244,1060,1078,1039.995,1195.001,1171.009
ENSG00000196778.4,2,5,20.001,3,3,9,4,1,3,1,4,6
ENSG00000196781.16,2892.579,3523.992,3335.108,3211.922,3742.005,2494.211,1979.885,1878.881,2302.226,1589.525,2588.071,2221.405
ENSG00000196782.13,480,609,790,660.006,635,551.005,1051.867,1032.003,876,736.058,911.237,1149
ENSG00000196787.4,7437.567,8999,7211.448,7154.664,10108.318,5187.079,2140.27,3173.541,2376,1931.812,3770.124,3055.999
ENSG00000196792.12,1736.342,2102.999,1928.747,1669,2405.012,1653.481,1176.513,1227.025,1201.999,1154,1506,1459
ENSG00000196793.14,49,55,59,34,57,19,21,36,40,7,56,41
ENSG00000196796.5,0,0,0,17.911,0,0,0,0,0,0,0,0
ENSG00000196800.7,0,0,0,1,0,0,2,0,2,0,0,0
ENSG00000196805.8,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000196810.6,347,321,348,326,316.999,273.001,265.001,308.999,301.001,248.001,382.018,415
ENSG00000196811.13,0,42,0,0,1,52.367,0,0,0,0,0,3
ENSG00000196812.6,35,81,56,47,62,25,14,27,18,25,42,32
ENSG00000196814.15,1745.624,1775,2296.009,1556.995,1925.001,1581.227,271.038,118.002,146,228.001,279,242
ENSG00000196821.10,3827.771,3470.049,4261.337,3136.568,4039.748,2924.23,1636.033,1544.456,1480,1521.256,2091.868,1974
ENSG00000196826.7,0,0,0,0,20.274,0,8.394,0,0,0,42.395,22.602
ENSG00000196832.5,5.022,1.064,8.184,9.994,9.993,9.004,2.084,1.905,3.03,5.553,2.938,6.945
ENSG00000196834.14,431.524,378.554,372.751,967.251,1070.392,717.216,169.357,350.03,483.095,158.008,310.922,505.698
ENSG00000196839.14,90.001,284.001,200.001,216.47,105,81,2117.325,1500.969,2629,1812.735,466.048,1730.008
ENSG00000196843.17,297,74,138,99.001,146.179,92.003,428.3,248.001,281,478,456.323,444
ENSG00000196844.9,1,1,1,1,0,0,0,0,0,0,1,0
ENSG00000196850.6,646,589,729,690,525,487.809,836.002,749.001,666,582.69,807.378,737
ENSG00000196859.8,3,1,3,2,1,0,0,0,0,0,0,0
ENSG00000196860.8,0,3,1,0,0,0,0,0,0,0,0,1
ENSG00000196862.10,48.155,34.055,13.34,18.288,44.248,61.717,0,6.624,38.082,0,7.562,32.564
ENSG00000196865.4,2356.06,2726,2474.435,2123.618,2626.976,1881.409,1089.329,1132.286,1127,998,1305.998,1308.035
ENSG00000196866.3,3737.23,4991.795,3584.162,4144.617,5341.81,2704.366,1617.827,2476.939,1910.275,1544.185,3298.395,2788.264
ENSG00000196867.8,123,109.999,122,114,146,78,66.001,67,105,67.999,80,40
ENSG00000196872.12,4,19,5,14,7,13,390,139,522.999,306.999,630,488.999
ENSG00000196873.16,2055.447,1842.155,3106.85,2231.813,4005.434,1795.943,732.926,1110.572,815.268,666.993,1042.027,1177.116
ENSG00000196876.19,19,11,9,10,16.001,6,9.002,6,3,2,3,11
ENSG00000196878.15,122.034,109,44,50,83,66,315.999,147,267.999,254.999,411.001,307.999
ENSG00000196890.5,586.668,473.933,341.877,550.673,598.929,449.116,61.895,58.945,66.965,55.005,173,146.512
ENSG00000196893.3,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000196900.5,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000196911.12,812.883,907.085,1026.643,928.757,1208.524,864.797,677,572.309,451.68,348.67,483.659,600.888
ENSG00000196912.13,285.547,394.873,586.131,110.518,473.07,555.673,517.944,743.167,215.938,393.501,486.23,718.217
ENSG00000196914.9,6060.328,6346.167,6278.601,4806.844,7242.42,4688.05,3979.741,4594.134,4426.535,4214.117,5562.315,4951.635
ENSG00000196917.6,23.733,133,89.232,128.832,91.838,108.837,1157.418,810.942,1372,1327,1243.433,996.011
ENSG00000196922.13,0,0,0,0,0,37.584,0,0,0,0,0,0
ENSG00000196923.14,324,285.999,317,224.001,202,113.999,556.112,346.682,326.001,269.999,616,493.001
ENSG00000196924.19,32685.154,23864.232,21177.425,22432.765,25527.986,19265.2,44453.174,44316.279,30499.022,22915.493,56273.141,44852.35
ENSG00000196932.12,18,5,0,0,1,0,9,0,0,4,4,2
ENSG00000196933.5,0,0,2.11,0,0,0,0,0,0,0,0,0
ENSG00000196935.10,855.481,815.623,967.148,998.921,886.542,860.348,222.001,164.999,192.999,163.466,311.001,199.001
ENSG00000196937.11,1571.762,1951.698,1862.655,1489.079,1805.139,1608.573,4772.985,3464.988,3706.426,6051.533,5043.919,4437.513
ENSG00000196943.14,2087.289,2190.386,2259.299,1677.661,2583.915,1765.883,1534.288,1373.508,1313.984,868.046,1947.415,1818.908
ENSG00000196944.5,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000196946.11,0,0,5.902,1,6,0,1,4,0,0,0.998,1
ENSG00000196950.14,3547.719,5095.835,4210.99,3948,5181.513,3221.166,6190.533,4525.16,4084.648,3525.33,5437.058,5826.104
ENSG00000196951.13,13,16,16,7,11,13,5,2,3,5,7,15
ENSG00000196954.14,1964.433,2214.002,2294.927,2459,2167.999,2176.352,2936,2368.564,2188.006,1528.001,2713.001,3447.216
ENSG00000196961.13,6439.056,7369.807,8916.299,6186.048,7456.709,5735.759,1729.571,1192,1416.669,998.001,2374,2217.055
ENSG00000196967.11,322.348,421.541,360.602,290.502,411.802,315.209,227.731,342.536,275.092,226.884,312.371,328.968
ENSG00000196968.11,622.17,1058,980,736,868,657.969,1639.382,1743.054,1501.999,1356.778,1834.036,1674.001
ENSG00000196970.9,0,0,0,0,0,0,1,0,0,0,0,0
ENSG00000196972.9,6,3,0,1,5,3,2,2,4,0,2,3
ENSG00000196975.16,1568.999,1932.013,1588.292,1384.998,1126.474,1225.008,7869.322,7630.265,7106.009,5500.699,6348.865,7086.297
ENSG00000196976.8,235,302,251,215,270,158.447,189.545,120,152,137,308,224
ENSG00000196979.1,0,0,2,0,0,0,0,0,0,0,1,0
ENSG00000196981.4,152,231,229,172,237.021,189,61,94.059,139,92,121.081,93
ENSG00000196990.10,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000196993.9,11.528,2.3,23.881,8.668,14.854,16.454,22.914,9.82,4.363,18.426,9.331,4.089
ENSG00000196998.19,553.941,543.593,532.38,475.901,612.562,424.113,852.997,698.19,896.771,692.321,863.002,846.723
ENSG00000197006.15,2184.164,2948.395,2322.516,1849,2821.171,1611.625,1361.023,1153.001,1525.562,1069.026,1802.001,1674.34
ENSG00000197008.10,480,555,528,466.999,603,469,163.088,275,213,193,279.999,312.003
ENSG00000197013.11,497.007,761.321,689.73,509.036,609.442,512,469.001,615.977,541,448.038,386,567.923
ENSG00000197016.12,117.008,188.002,151.899,133.012,179.711,107.091,60.001,121.029,87,73,128,107.967
ENSG00000197019.5,2784.346,522,1996,1715,2207.505,1388.384,794,900.013,724,711,1044,1464
ENSG00000197020.12,1379.389,1558.988,1410.043,1277.999,1728.73,1226.313,1332.655,1929.03,1542.003,1096.262,1417.468,1564.167
ENSG00000197021.9,1171.568,1137.433,1469.497,956.938,1099.804,728.335,453.84,333.781,330.81,346.217,494.365,427.179
ENSG00000197023.6,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000197024.9,744.001,810,790.999,652,689.999,621,682.999,711.001,852,622,922,750
ENSG00000197037.11,842.976,886,864.112,739.999,897.001,777.814,617.001,576,598,359.831,746.208,725.999
ENSG00000197038.6,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000197043.15,2286.229,3199.255,2712.007,2353.951,2428.919,1438.526,3319.68,827.999,1232,1596,2647.024,1290
ENSG00000197044.11,455,587.002,560,430,541,498.259,201,262,266,177,243,167
ENSG00000197045.14,4782.596,4573.001,4442.25,3946.873,5270.737,3297.066,4697.796,4948.747,4583.019,3780,5970.604,5264.586
ENSG00000197046.12,0,0,0,0,2,0,7,0,0,2,9,6
ENSG00000197050.11,413.269,518,362,359.072,414,318.001,152,175,167,123,189.999,169.001
ENSG00000197054.12,409.971,492.396,516.571,451.376,369.254,350.696,129.711,146.502,206.032,80,218.218,206.253
ENSG00000197056.11,969.001,971,956.226,839.365,1182,761.791,477.652,500,432,381,623.897,520
ENSG00000197057.10,2,0,0,0,0,0,0,0,0,0,0,0
ENSG00000197061.5,6178.934,6295.998,5502.373,5438.141,7171.972,4223.399,1780.838,2365.908,2033,1828.02,2963.975,2860.66
ENSG00000197062.12,201,208,200,158.001,196.955,194.755,81,100,119,99,191.036,132.999
ENSG00000197063.11,920.072,767,1416.118,790,1037.803,985.401,1071.004,904.046,975,821,1403.007,1062
ENSG00000197067.7,0,0,0,0,0.996,0,0,0,0,1,0,0
ENSG00000197070.14,993.999,774.034,1088.98,772,971.001,834.999,652.999,444.828,479.999,451.83,695.013,578
ENSG00000197077.14,118,205.017,63,37,189,45,118,52.001,51,82,224,58
ENSG00000197079.9,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000197081.16,3869.794,4389.868,4381.071,3721.168,3899.301,3719.623,8003.819,8788.644,7057.941,5350.222,8244.767,8278.051
ENSG00000197083.14,0,0,0,0,0,0,0,35.125,0,32.246,0,0
ENSG00000197084.6,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000197085.11,3,5,4,5,10,2,0,3,0,0,0,0
ENSG00000197092.5,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000197093.11,14,13.628,2.1,7.459,14.006,6,78.898,29,22,36,71,69
ENSG00000197099.8,20.012,8.48,15,16.995,31,11.969,12,4,12,3.779,2.939,8.021
ENSG00000197102.14,17238.42,19750.715,19837.765,16884.18,18220.261,14190.918,16277.531,15981.978,15573.853,13215.957,19299.279,19141.662
ENSG00000197106.7,11,19,13,20,8,22,86,149.047,93,51.118,204,141
ENSG00000197110.10,6,0,0,1.507,3,2,0,4,7.921,3,3.947,14
ENSG00000197111.16,4103.402,4317.853,4130.346,3850.375,4036.694,3999.377,2434.072,2232.245,1830.995,1617.272,2304.491,2518.641
ENSG00000197114.12,601.551,666.078,772.935,528.2,705.129,580.065,602.991,429.98,440.799,346.164,643.323,708.388
ENSG00000197119.13,402,266,562.001,185,245.999,255.001,70.001,31,43,49.999,91,72.999
ENSG00000197121.15,3930.655,4107,4166.705,3469.001,3906.441,3283.126,561.001,591,805,633,706.999,687.32
ENSG00000197122.13,386,626.001,493.02,447.999,511.001,413,1370.976,1167.867,926.999,668.001,1558.001,1485.255
ENSG00000197123.9,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000197124.12,343.009,301,341.958,266,290.544,257,155,215.001,135.001,130,230,147.008
ENSG00000197125.3,0,1,0,0,0,0,0,0,0,0,0,0
ENSG00000197128.13,609.349,612.896,551.988,589.88,744.895,451.506,133.047,287.179,161.001,140.109,279.775,293.815
ENSG00000197134.13,673.063,889,855.431,742,880.17,668.01,425,798.005,753,512,613,592
ENSG00000197136.5,1925.019,1791.79,2496,1818,1948.587,1803.857,1518.622,1105.551,1209.001,672,1825,1921.001
ENSG00000197140.15,152.36,122.001,207.986,182.129,168.967,191.047,211.683,143.98,123.022,111.968,162.92,191.149
ENSG00000197142.11,229.001,165,120,133,122,120,325.23,323.999,410,987,549.001,424
ENSG00000197147.15,531.274,885,626.003,763.832,856,583.068,2200.503,1843.983,1496.993,1041.003,2053.065,2337
ENSG00000197149.5,2,2,6,4,0,1,0,0,2,0,0,0
ENSG00000197150.13,1825.554,1634.105,1927.607,1441.001,1845,1498.001,826.001,606.999,572.999,569.999,920,819.003
ENSG00000197153.5,2803.063,3417.089,2981.409,2987.98,3899.525,2048.378,1279.216,1782.07,1635.923,1043,2247.012,2207
ENSG00000197157.11,21079.907,22789.593,22273.552,18273.675,20938.904,15538.665,9195.103,8543.161,8857.98,7417.681,11995.908,11962.368
ENSG00000197161.7,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000197162.10,52,45,82,36.008,33,42,29,39.201,20,24,28.001,65
ENSG00000197165.11,9,6.995,14.351,5,14.979,10.998,19.657,18.006,32.869,10.55,9,9
ENSG00000197168.14,88.505,72.003,101.002,83.043,135.011,77.016,21.188,8.001,24.002,21.002,13,10.854
ENSG00000197170.10,1714.351,2272,2100.357,1889.999,2545.031,1471,1202.165,1189.083,1095.332,893.001,1486.876,1517
ENSG00000197171.7,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000197172.11,0,1,4,0,3,0,0,0,6.917,1,5.642,8.319
ENSG00000197176.7,2,2,0,0,0,12,0,0,7,3,1,1
ENSG00000197177.16,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000197180.4,25,42,27,31,22,22,16,13,4,20,34,22
ENSG00000197181.12,0,9,6,3,4,13,11,12,11,5,21,22.26
ENSG00000197182.16,52.999,17.921,45.685,15.815,25.315,31.763,13.515,8.966,4.007,10.021,13.525,13.264
ENSG00000197183.15,9,33,21,15,5,29,208,309,103,162,163,190.001
ENSG00000197185.7,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000197191.7,11,4,4,1,6,1,0,5,0,0,2,2
ENSG00000197208.6,16,35,28.009,22,32,28,156,106,153,110,153.012,162
ENSG00000197210.7,6.996,0,6.25,2.274,6,6.511,13.004,10.435,0,2.263,2.787,0
ENSG00000197213.11,0,1,2,0,2,0,0,0,0,0,0,0
ENSG00000197214.5,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000197217.13,2972.616,2229.618,2698.915,2280.017,3126.128,2663.277,2656.554,2550.925,2493.882,2155.902,2927.096,2906.3
ENSG00000197223.12,447,531.999,429,352.48,509.227,361,354.895,374.999,330.237,339,408.165,406
ENSG00000197226.13,4504.034,4989.914,4014.719,3341,3929.005,2828.105,3690.37,3346.68,3202.835,2509.473,4602.047,4321.001
ENSG00000197233.7,0,0,0,0,0,0,0,0,0,0,1,0
ENSG00000197238.5,2954.417,3902.812,2880.358,3297.268,4787.08,2403.092,1117.493,2959.878,2400.794,1898.602,2537.887,3270.336
ENSG00000197241.4,1,0,0,0,0,0,0,0,0,0,0,0
ENSG00000197245.6,17.701,7.11,33.681,42.79,36.908,42.087,12.882,16.856,4.57,2.341,9.325,14.044
ENSG00000197249.14,18,0,1,0,0,1,300,491.999,144,208.992,763,135
ENSG00000197251.4,0,0,0,2,0,0,0,5,0,0,0,0
ENSG00000197253.13,0,0,0,0,0,0,0,2.001,0,0,3.783,0
ENSG00000197254.4,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000197256.11,1495.172,583.029,635.001,553,795.636,496.991,548.968,382.141,472,466.468,677.02,633.995
ENSG00000197258.5,10.198,17.355,2.945,24.409,7.819,11.747,0,6.576,10.568,0,17.162,4.22
ENSG00000197261.12,150,383,134.067,116.001,198.134,114.798,305,297,100.021,270.774,236.998,170
ENSG00000197265.9,648,1040.003,809.504,765.001,1030,675,608.275,577,695,614,808.001,737
ENSG00000197272.2,14,8,17,5,17,15,12,8,16,18,26,3
ENSG00000197273.4,0,6,3,7,1,3,10,28,22,84,34,54.034
ENSG00000197275.14,322.787,442.789,324.418,356.919,438.316,300.412,124.467,198.991,132.114,109.701,220.735,224.509
ENSG00000197279.5,4708.787,1025,5170.458,3000,5051.556,2762.061,653.034,691.013,1400,1341,774.17,1462.374
ENSG00000197283.18,77,74,49.017,43,62,73.001,138,85,70,97,118,97
ENSG00000197291.9,43.307,27.994,46.713,52.118,62.821,51.913,29.685,19,13.982,17.322,13.17,29.989
ENSG00000197296.6,208.361,261.182,198.116,165.272,236.642,203.454,149.046,164.717,175.014,132.588,196.174,171.59
ENSG00000197299.13,1049.353,1292.197,1248.009,1014.139,1489.005,840.453,445.429,590.871,480,356,642.999,640.002
ENSG00000197301.7,0,2,0,0,3,2,0,1,1,0,3,1
ENSG00000197302.11,842.104,729.262,999,783.968,943.002,766.257,393.018,324.001,280,362.001,426.012,423.001
ENSG00000197308.9,76,79.883,101,79,117,69,141,156,199,127,148,139.001
ENSG00000197309.5,0,3,1,6,4,3,6,28,9,4,14,7
ENSG00000197312.13,4394.21,4950.985,5915.438,5034.675,5349.367,4442.783,3013.123,3382.151,3396.033,2663.606,3626.12,3438.743
ENSG00000197320.5,32.398,58.197,13.991,40.73,35.525,11.411,0,2.107,3.514,4.55,0,4.5
ENSG00000197321.16,3491.289,3307.387,3873.847,2972.375,3910.205,2990.831,2072.813,2089.482,2133.798,2098.176,3339.822,2761.505
ENSG00000197322.4,0,0,0,0,0,0,0,1,0,0,0,0
ENSG00000197323.12,8075.69,8615.969,8331.998,7319.555,9307.862,7926.922,3390.644,3591.222,3516.983,2808.001,4321.271,4326.278
ENSG00000197324.9,2335.686,2713.57,2869,1972.24,2215,2285.612,6738.077,4018.717,3908,3498,5985.214,5977.054
ENSG00000197329.12,191.001,225.999,240,296.001,401,350,2072.001,1753.354,2076.907,1035.999,1949.033,1875.002
ENSG00000197332.9,111.294,85.559,84.247,67.266,113.398,92.956,10.989,12.793,16.266,15.362,46.081,35.916
ENSG00000197334.2,1,1.999,6,3,2,10,4,5,2,1,3,4
ENSG00000197343.11,3325.994,3329.771,4596.66,3143.429,4328.216,3632.684,3847.274,3311.855,3469.688,2709.044,3376.791,3641.483
ENSG00000197345.13,544.998,688.256,543.001,588,722,409.512,288.666,335.012,275.999,245,442.334,389
ENSG00000197353.4,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000197355.11,100,70,60.999,145,117,110.999,225,357,226,139,246.001,309
ENSG00000197358.9,0,1.137,0,0,0,0,0,0,0,0,0,0
ENSG00000197360.9,171.709,77.551,142.767,158.274,213.282,115.725,1.108,24.453,21.751,50.339,49.768,66.59
ENSG00000197361.8,19,8,5,6,2,9,8,8,6,2,6,8
ENSG00000197362.15,134,226,122,111,169,124,83,81,96,72,120.336,133
ENSG00000197363.11,78,87.001,91,72,89,82.001,31.019,29,51,37,50,45
ENSG00000197364.8,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000197372.10,361.999,534.999,440.001,343.001,441,359,383,631.001,670.001,366.612,511.001,487.001
ENSG00000197375.14,1023.003,1954.998,1770.001,1240.986,1976.109,1701.692,406,260.999,426.002,329.999,530.988,524.639
ENSG00000197376.3,0,0,0,0,0,0,2,5,0,2,4,0
ENSG00000197380.11,14.993,20.358,45.783,29.08,30.237,36.671,7.597,3.021,1,9.904,15.004,20.009
ENSG00000197381.18,66,67,56,61,57,50,137,81.001,145.999,76.001,176.001,109.001
ENSG00000197385.6,151,252,214.055,201,184,253,269,574,539,387,748.468,411
ENSG00000197386.14,3409.026,3788.017,4156.809,3254.502,3497.488,3044.11,2965.409,2539.286,2436,1802.945,3076.472,2543.999
ENSG00000197403.5,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000197405.8,6,6,5,6,1,5,200.001,224,83,122,251,170.927
ENSG00000197406.8,584,353.225,375,315,955.274,470,16,0,5,1,2,10
ENSG00000197408.10,0,8,0,1,0,0,0,3,0,5,1,0
ENSG00000197409.8,2951.994,4107.406,3541.912,3140.024,3959.523,2169.347,1314.622,1654.508,1364.44,981.444,2037.1,1862.823
ENSG00000197410.14,12,0,2,0,1,0,1,0,0,1,0,0
ENSG00000197415.12,15,9,18.001,17,30.001,8,43.999,6,19,131,26,57.001
ENSG00000197416.5,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000197417.9,1318.1,1829.577,1825.122,1144.306,1659.569,636.583,665.353,483,466.278,472,584.873,598.32
ENSG00000197421.11,0,0,0,2.068,0,0,0,0,1.469,0,7.127,0
ENSG00000197428.3,0,1,0,0,0,0,0,0,0,0,0,0
ENSG00000197429.11,516,635,523,359.677,515,444.73,289.326,322.001,326.476,251,424,351
ENSG00000197430.11,0,0,1,0,0,0,0,0,0,0,0,0
ENSG00000197437.5,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000197442.11,221,103.999,155,115,209.999,101,390,481.059,378,195,637,580
ENSG00000197444.10,39,33,14,49,110,14.001,12,3,3,14,13,5
ENSG00000197446.9,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000197448.14,2604.141,3179.84,2913.926,2379.795,2928.832,2166.997,1528.999,1432.999,1140,1235,1698.001,1694.144
ENSG00000197451.12,3710.35,4461.993,4585.07,4100.001,5875.139,3419.165,3447.746,2978.246,2983.169,2322,4459.773,4715.973
ENSG00000197454.2,0,0,0,0,1,0,0,0,0,0,0,0
ENSG00000197457.10,1592.332,546,1256.001,722.999,1335.047,978,43,34,50,46,49,55
ENSG00000197461.13,428,500,358,320,581,291.001,169.166,65,149.999,121,192.999,90
ENSG00000197462.3,2,3.207,1.117,2.005,3.671,5.003,5.321,0,0,0,4.929,4.169
ENSG00000197465.14,0,0,0,0,0,1,1,1,1,2,0,2
ENSG00000197467.17,0,2,0,0,2,0,0,0,0,2,0,1
ENSG00000197468.5,0,2.002,0,0,0,0,0,0,0,0,0,0
ENSG00000197471.12,3.117,4.006,11.001,6.001,3,3,48,35,12.116,33,67.999,27.495
ENSG00000197472.15,342.785,319.326,237.399,286.627,416.885,287.373,62.838,130.269,94.461,92,167.806,138.883
ENSG00000197475.11,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000197476.3,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000197479.7,21.253,0,1,2,0,0,3,0,2,2,0,1
ENSG00000197483.11,114,94,184,137,165,116.03,70,54,52.001,46,108,143
ENSG00000197487.9,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000197496.6,454,529,367.252,436,417,349,2343.138,1991.014,2168.019,2160.017,2352.506,1514.012
ENSG00000197497.11,183.646,230.644,261.406,196.34,218.72,204.306,183.943,137.008,155.861,69.883,173.649,164.468
